$contributor.employer.matched
                                              (Intercept)  cycle2020
MEDIC COMPUTER SYSTEMS INC                   0.0235816571 0.07838961
Medical Information Technology, Inc.        -0.4677999919 0.07838961
Medidata Solutions, Inc.                    -0.4928538578 0.07838961
MEDIWARE INFORMATION SYSTEMS INC            -0.4695314030 0.07838961
MEDRESPONSE CORP.                            0.2872059397 0.07838961
Meganet Corp                                -0.3844832304 0.07838961
Mellanox Technologies, Ltd.                 -0.6117300064 0.07838961
MEMSIC Inc                                  -0.7327754030 0.07838961
MENTOR GRAPHICS CORP                        -0.4854744165 0.07838961
MERCURY INTERACTIVE CORP                    -0.4581706235 0.07838961
MERCURY PAYMENT SYSTEMS, INC.               -0.3790889998 0.07838961
MERCURY SYSTEMS INC                         -0.3845787786 0.07838961
MERGE HEALTHCARE INC                        -0.6018494508 0.07838961
MeridianLink, Inc.                          -0.5406664635 0.07838961
MERIX CORP                                  -0.5172632399 0.07838961
Merlin Labs, Inc.                           -0.5064227570 0.07838961
Merlin, Inc.                                -0.3551303638 0.07838961
MERU NETWORKS INC                           -0.5279077536 0.07838961
Meta Platforms, Inc.                        -0.4629682209 0.07838961
METALINK LTD                                -0.0777095552 0.07838961
METHODE ELECTRONICS INC                     -0.4964786238 0.07838961
mF International Ltd                         0.2117966886 0.07838961
MICREL INC                                  -0.3878813545 0.07838961
MICRO FOCUS INTERNATIONAL PLC               -0.5376811930 0.07838961
MICROCHIP TECHNOLOGY INC                    -0.3802909730 0.07838961
MICROCOM INC                                -0.1579345745 0.07838961
MICRON TECHNOLOGY INC                       -0.3051648466 0.07838961
MICROPAC INDUSTRIES INC                     -0.4852175857 0.07838961
MICROS SYSTEMS INC                          -0.4875399723 0.07838961
MICROSEMI CORP                              -0.4156982911 0.07838961
MICROSOFT CORP                              -0.4616333402 0.07838961
MICROVISION, INC.                           -0.5424281587 0.07838961
MICROWAVE TRANSMISSION SYSTEMS INC          -0.3549293966 0.07838961
MIDWAY GAMES INC                            -0.4869716999 0.07838961
Mimecast Ltd                                -0.5528389689 0.07838961
MIND TECHNOLOGY, INC                         0.5168529365 0.07838961
MindForge Inc.                              -0.6330330853 0.07838961
MIPS TECHNOLOGIES INC                       -0.3847774225 0.07838961
MISSION CRITICAL SOFTWARE INC               -0.5950061049 0.07838961
MITEK SYSTEMS INC                           -0.5784775925 0.07838961
MITEL NETWORKS CORP                         -0.5858592509 0.07838961
Mitesco, Inc.                               -0.3565674138 0.07838961
MiX Telematics Ltd                          -0.4676620992 0.07838961
MNB TECHNOLOGIES INC                        -0.6208444045 0.07838961
MOAI TECHNOLOGIES INC                       -0.4321163727 0.07838961
MOBILEIRON, INC.                            -0.5336735158 0.07838961
MobileSmith, Inc.                           -0.3952842195 0.07838961
MobilityPay Holdings, Inc.                  -0.4149717129 0.07838961
MOBITV, INC.                                -0.3463784006 0.07838961
MOBIX LABS, INC                             -0.3731413012 0.07838961
MODEL N, INC.                               -0.5277413894 0.07838961
MODERN HOLDINGS Inc                          0.1498564456 0.07838961
MOJO ENTERTAINMENT INC                      -0.5235054036 0.07838961
MOLEX INC                                   -0.4829510386 0.07838961
MongoDB, Inc.                               -0.4891778139 0.07838961
MONOLITHIC POWER SYSTEMS, INC.              -0.4532811832 0.07838961
MONSTER PRODUCTS, INC.                      -0.4887701514 0.07838961
MOSAIX INC                                  -0.3397814901 0.07838961
MOTIVE INC                                  -0.4456423407 0.07838961
Motive Technologies, Inc.                   -0.5338028016 0.07838961
Motorola Solutions, Inc.                    -0.4363021845 0.07838961
MPC CORP                                    -0.5112761242 0.07838961
MPHASE TECHNOLOGIES, INC.                   -0.6532084242 0.07838961
MPSI SYSTEMS INC                            -0.0685901011 0.07838961
MRV COMMUNICATIONS INC                       0.6435887284 0.07838961
MSC SOFTWARE CORP                           -0.5439160871 0.07838961
MTC TECHNOLOGIES INC                         0.9871702143 0.07838961
MTM Technologies, Inc.                      -0.2817227736 0.07838961
MTX INTERNATIONAL INC                       -0.4864454935 0.07838961
MULESOFT, INC                               -0.5052995951 0.07838961
MULTI FINELINE ELECTRONIX INC               -0.4214216218 0.07838961
MULTIMEDIA PLATFORMS INC.                   -0.4743099544 0.07838961
MYPOINTS COM INC                            -0.7242158102 0.07838961
N-able, Inc.                                -0.4730707125 0.07838961
Nano Labs Ltd                               -0.4917401420 0.07838961
NanoFlex Power Corp                         -0.4529992993 0.07838961
NANOSYS, INC.                               -0.4527348064 0.07838961
NAPCO SECURITY TECHNOLOGIES, INC            -0.1671720154 0.07838961
NAPSTER INC                                 -0.5337895565 0.07838961
NATIONAL INSTRUMENTS CORP                   -0.5209655826 0.07838961
NATIONAL SEMICONDUCTOR CORP                 -0.4240382574 0.07838961
Navan, Inc.                                 -0.4651923935 0.07838961
Navitas Semiconductor Corp                  -0.3567387278 0.07838961
NAVTECH INC                                 -0.5361055982 0.07838961
Nayax Ltd.                                  -0.2148318497 0.07838961
NCI, Inc.                                   -0.4172432540 0.07838961
nCino, Inc.                                 -0.5137977285 0.07838961
NCR Atleos Corp                             -0.4575816149 0.07838961
NCR Voyix Corp                              -0.4811133769 0.07838961
NEC CORP                                    -0.4665302542 0.07838961
NEOMAGIC CORP                               -0.4771833952 0.07838961
NEOMEDIA TECHNOLOGIES INC                   -0.4878677570 0.07838961
NEON SYSTEMS INC                            -0.4621893393 0.07838961
Neonode Inc.                                -0.4432062676 0.07838961
NEOPHOTONICS CORP                           -0.1968059632 0.07838961
NESS TECHNOLOGIES INC                       -0.5179129932 0.07838961
NetApp, Inc.                                -0.4673875237 0.07838961
NETCOMMERCE INC                             -0.3306199096 0.07838961
NetEase, Inc.                               -0.0547186005 0.07838961
NETGEAR, INC.                               -0.3031792850 0.07838961
NETIQ CORP                                  -0.5068315548 0.07838961
NETLIST INC                                 -0.5029417373 0.07838961
NETLOGIC MICROSYSTEMS INC                   -0.5063556862 0.07838961
NETSCAPE COMMUNICATIONS CORP                -0.3900606922 0.07838961
NETSCOUT SYSTEMS INC                        -0.5566811628 0.07838961
Netskope Inc                                -0.4971626889 0.07838961
NETSOL TECHNOLOGIES INC                     -0.4009994578 0.07838961
NETSTAR INC                                 -0.6095857911 0.07838961
NETSUITE INC                                -0.5157273413 0.07838961
NETWORK CONNECTION INC                      -0.5978267313 0.07838961
NETWORK SYSTEMS CORP                        -0.4289705149 0.07838961
NETWORTH INC                                 0.2610527649 0.07838961
NETZERO INC                                 -0.4892990993 0.07838961
Neutron Holdings, Inc.                      -0.5269430038 0.07838961
NEW DIMENSION SOFTWARE LTD                   0.8126371805 0.07838961
NEW RELIC, INC.                             -0.4451310002 0.07838961
NEXAR TECHNOLOGIES INC                      -0.2309951072 0.07838961
NEXGEN INC                                  -0.5106103736 0.07838961
NEXSAN CORP                                  0.0400802185 0.07838961
NEXT LEVEL COMMUNICATIONS INC               -0.4820646685 0.07838961
NEXTGEN HEALTHCARE, INC.                    -0.5217377934 0.07838961
NEXTNAV INC.                                -0.3075307171 0.07838961
NEXX SYSTEMS INC                            -0.4488524281 0.07838961
NICE Ltd.                                   -0.4542117107 0.07838961
Nimble Storage Inc                          -0.1857073279 0.07838961
NLIGHT, INC.                                -0.4448954975 0.07838961
NOKIA CORP                                  -0.4512529308 0.07838961
NORTECH SYSTEMS INC                         -0.5002648885 0.07838961
NORTEL NETWORKS CORP                         0.0208532286 0.07838961
NORTHROP GRUMMAN SYSTEMS CORP               -0.4834513624 0.07838961
NOTIFY TECHNOLOGY CORP                      -0.3361251784 0.07838961
NOVELL INC                                  -0.5635759671 0.07838961
NS8 CORP                                    -0.4539361626 0.07838961
Nuance Communications, Inc.                 -0.4916871101 0.07838961
Nutanix, Inc.                               -0.4754772572 0.07838961
NVIDIA CORP                                 -0.4555983713 0.07838961
NWH INC                                     -0.5225301444 0.07838961
NX NETWORKS INC                             -0.4168887888 0.07838961
NXP Semiconductors N.V.                     -0.5458024338 0.07838961
O2MICRO INTERNATIONAL LTD                   -0.6006567281 0.07838961
OAK INDUSTRIES INC                          -0.4681616629 0.07838961
OBJECTSPACE INC                             -0.4071216578 0.07838961
OCLARO, INC.                                -0.3770479979 0.07838961
Odyssey Semiconductor Technologies, Inc.    -0.4059872292 0.07838961
Okta, Inc.                                  -0.4497516874 0.07838961
OMM INC                                     -0.4233937041 0.07838961
OMNICELL, INC.                              -0.5102674147 0.07838961
OMNIVISION TECHNOLOGIES INC                 -0.5847197965 0.07838961
OMTOOL LTD                                  -0.4283219196 0.07838961
ON SEMICONDUCTOR CORP                       -0.4571073558 0.07838961
ON2 TECHNOLOGIES, INC.                      -0.4808506819 0.07838961
ON24 INC.                                   -0.5348212948 0.07838961
ON4 COMMUNICATIONS INC.                     -0.4562965150 0.07838961
ONE STOP SYSTEMS, INC.                       0.1500341565 0.07838961
OneSpan Inc.                                -0.5268188553 0.07838961
OneStream, Inc.                             -0.5752820322 0.07838961
ONI SYSTEMS CORP                            -0.4633976951 0.07838961
Onstream Media CORP                         -0.5211587194 0.07838961
OPEN MARKET INC                             -0.3803861219 0.07838961
OPEN TEXT CORP                              -0.2844521489 0.07838961
OPENTV CORP                                 -0.4836611110 0.07838961
Opera Ltd                                   -0.5522253764 0.07838961
OPNET TECHNOLOGIES INC                      -0.5304480806 0.07838961
OPNEXT INC                                  -0.4440372435 0.07838961
OPOWER, INC.                                -0.5110703385 0.07838961
OPTI INC                                    -0.5836044000 0.07838961
Optiv Inc.                                  -0.5671590856 0.07838961
ORACLE CORP                                 -0.4444791382 0.07838961
Oracle Systems                               0.3841342115 0.07838961
ORBIT INTERNATIONAL CORP                    -0.5935964436 0.07838961
OSI SYSTEMS INC                             -0.0790684886 0.07838961
OVERLAND STORAGE INC                         0.0330136476 0.07838961
OVID TECHNOLOGIES INC                       -0.4296153779 0.07838961
PAGEFLEX INC.                               -0.5961632639 0.07838961
PagerDuty, Inc.                             -0.5180696548 0.07838961
Palantir Technologies Inc.                  -0.5160404652 0.07838961
Palladyne AI Corp.                          -0.3910226450 0.07838961
PALM INC                                    -0.3910093307 0.07838961
Palo Alto Networks Inc                      -0.4723957491 0.07838961
PaperClip, Inc.                             -0.4314202878 0.07838961
PAR TECHNOLOGY CORP                         -0.4876090436 0.07838961
PARADIGM GEOPHYSICAL LTD                     0.7007749141 0.07838961
Paradigm Ltd.                               -0.4649064871 0.07838961
PARADIGM4 INC                               -0.5266113215 0.07838961
PARETEUM Corp                               -0.6015922281 0.07838961
PARLEX CORP                                 -0.3283761649 0.07838961
PARSONS CORP                                -0.3989288269 0.07838961
PASSUR Aerospace, Inc.                      -0.4340786994 0.07838961
Patriot Software Co                         -0.5606065361 0.07838961
Paycom Software, Inc.                       -0.4666035198 0.07838961
PCD INC                                     -0.5360940808 0.07838961
PDF SOLUTIONS INC                           -0.3515930537 0.07838961
PEC SOLUTIONS INC                            0.0751314151 0.07838961
Penguin Solutions, Inc.                     -0.4710673682 0.07838961
People Inc                                  -0.5104681616 0.07838961
PEOPLESOFT INC                              -0.2540004469 0.07838961
Peraso Inc.                                 -0.4168715144 0.07838961
PEREGRINE SEMICONDUCTOR CORP                -0.4972771159 0.07838961
PEREGRINE SYSTEMS INC                        0.1051707985 0.07838961
Perfect Corp.                               -0.5388239410 0.07838961
PERFICIENT INC                              -0.5367621093 0.07838961
Perion Network Ltd.                         -0.4530583930 0.07838961
PERSONIFY INC                               -0.5494238308 0.07838961
PERVASIVE SOFTWARE INC                      -0.4631695093 0.07838961
PFO Global, Inc.                            -0.5081503790 0.07838961
PHOENIX INTERNATIONAL LTD INC                1.0670064654 0.07838961
PHOENIX TECHNOLOGIES LTD                    -0.5842096985 0.07838961
PHOTRONICS INC                              -0.4766562584 0.07838961
PI HOLDINGS INC                              0.8506351206 0.07838961
PICIS INC                                   -0.4782772017 0.07838961
PINNACLE DATA SYSTEMS INC                   -0.4708127259 0.07838961
PINTEREST, INC.                             -0.4868482183 0.07838961
Pivotal Software, Inc.                      -0.4423763807 0.07838961
PIXELWORKS, INC                             -0.5949149403 0.07838961
PLANAR SYSTEMS INC                          -0.5071336053 0.07838961
Planet Labs PBC                             -0.4772230940 0.07838961
PLAYSTUDIOS, Inc.                           -0.5737637039 0.07838961
PLEXUS CORP                                 -0.4730344953 0.07838961
Pluralsight, Inc.                           -0.5023779552 0.07838961
Plus Inc.                                   -0.2630121158 0.07838961
PLX TECHNOLOGY INC                           0.0861443512 0.07838961
PMC SIERRA INC                              -0.5146921751 0.07838961
PNY TECHNOLOGIES INC                        -0.5863417099 0.07838961
PodcastOne, Inc.                            -0.5271920065 0.07838961
POET TECHNOLOGIES INC.                       0.7464573483 0.07838961
PointClickCare Corp.                        -0.2827850198 0.07838961
POLYCOM INC                                 -0.5267738756 0.07838961
Porch Group, Inc.                           -0.4584212128 0.07838961
PORTAL SOFTWARE INC                         -0.2820084051 0.07838961
POSITION INC                                -0.5496748154 0.07838961
POWER DESIGNS INC                           -0.4150642003 0.07838961
POWER INTEGRATIONS INC                      -0.4642669826 0.07838961
POWER ONE INC                               -0.3748957299 0.07838961
POWER PARAGON INC                           -0.4111044658 0.07838961
Powerfleet, Inc.                            -0.2441081563 0.07838961
POWERSOFT CORP                              -0.3517692563 0.07838961
POWERWAVE TECHNOLOGIES INC                  -0.5623218956 0.07838961
PRECISE SOFTWARE SOLUTIONS LTD              -0.1132381754 0.07838961
PRECISION SYSTEMS INC                       -0.5540620666 0.07838961
Preventia, Inc.                             -0.3618987500 0.07838961
PRIMARK CORP                                -0.2916565600 0.07838961
PRINCETON MEDIA GROUP INC                   -0.5052663600 0.07838961
PRINTRONIX INC                              -0.6329574987 0.07838961
PRINTWARE INC                               -0.5281597129 0.07838961
PROCORE TECHNOLOGIES, INC.                  -0.4497412020 0.07838961
Professional Diversity Network, Inc.        -0.6404358464 0.07838961
PROS Holdings, Inc.                         -0.6520781008 0.07838961
Prove Identity, Inc.                        -0.4638588368 0.07838961
PROXIM CORP                                 -0.4077539601 0.07838961
PROXIM WIRELESS CORP                        -0.5159121142 0.07838961
PROXIMA CORP                                -0.6318036465 0.07838961
PSC INC                                     -0.3478769690 0.07838961
PSINET INC                                   0.2514216851 0.07838961
PTC INC.                                    -0.4901412974 0.07838961
PubMatic, Inc.                              -0.5197314578 0.07838961
PULSE ELECTRONICS CORP                      -0.4449270414 0.07838961
Pulse Network, Inc.                         -0.6276134368 0.07838961
Q2 Holdings, Inc.                           -0.0522450143 0.07838961
QAD INC                                     -0.4194429187 0.07838961
QLIK TECHNOLOGIES INC                       -0.5182279404 0.07838961
QLOGIC CORP                                 -0.3499630678 0.07838961
Qorvo, Inc.                                 -0.3747055080 0.07838961
QUADRAMED CORP                              -0.4607981862 0.07838961
QUALSTAR CORP                               -0.4465744732 0.07838961
QUALYS, INC.                                -0.3930270334 0.07838961
Quantinuum Inc.                             -0.5461979132 0.07838961
Quantum Computing Inc.                      -0.0282315422 0.07838961
QUARTERDECK CORP                            -0.5669105003 0.07838961
QUEST SOFTWARE INC                          -0.5152265545 0.07838961
QUICKLOGIC Corp                             -0.5003827319 0.07838961
QUINTUS CORP                                -0.3440939995 0.07838961
Qumu Corp                                   -0.5590103392 0.07838961
RACKSPACE HOSTING, INC.                     -0.5398563841 0.07838961
Rackspace Technology, Inc.                  -0.2070039017 0.07838961
RADCOM LTD                                  -0.3783273895 0.07838961
RADIANT SYSTEMS INC                         -0.5016529303 0.07838961
RADISYS CORP                                -0.4888248738 0.07838961
RADYNE CORP                                  0.3355636942 0.07838961
Rally Software Development Corp             -0.4713649749 0.07838961
RAMBUS INC                                  -0.3697938776 0.07838961
RAMP CORP                                   -0.2543555197 0.07838961
RAMP NETWORKS INC                            0.2424303318 0.07838961
RAMTEK CORP                                 -0.2932973159 0.07838961
RAND WORLDWIDE INC                          -0.4715186402 0.07838961
Rank One Computing Corp                     -0.3729951388 0.07838961
Rapid7, Inc.                                -0.4545200407 0.07838961
RAPTOR SYSTEMS INC                           0.1051787450 0.07838961
RAYTHEON CO                                 -0.2923801786 0.07838961
Rayton Solar Inc.                           -0.4840801850 0.07838961
RAZORFISH INC                               -0.5163220867 0.07838961
RDA CORP                                    -0.4994048580 0.07838961
RDC INTERNATIONAL INC                       -0.5438969739 0.07838961
Reachout Technology Corp.                   -0.5654099300 0.07838961
RealD Inc.                                  -0.5074812326 0.07838961
REALNETWORKS INC                            -0.4186541923 0.07838961
RealPage, Inc.                              -0.4921344130 0.07838961
RED HAT INC                                 -0.4960755784 0.07838961
Red Violet, Inc.                            -0.4791071832 0.07838961
Rekor Systems, Inc.                         -0.3446117436 0.07838961
REMEDY CORP                                 -0.5430310973 0.07838961
RENAISSANCE LEARNING INC                    -0.4743490145 0.07838961
Renesas Electronics America Inc.            -0.5510019372 0.07838961
REPCO INC                                   -0.4730768771 0.07838961
Resonant Inc                                -0.5073614974 0.07838961
Resonate Blends, Inc.                       -0.4146099045 0.07838961
RESONATE INC                                -0.5319264680 0.07838961
RESPONSYS INC                               -0.4625101201 0.07838961
Retail Pro, Inc.                            -0.4893263940 0.07838961
REXON INC                                   -0.4484060800 0.07838961
REYNOLDS & REYNOLDS CO                      -0.2861825674 0.07838961
RF MICRO DEVICES INC                         0.7254177207 0.07838961
RFI TECHNOLOGIES, INC.                      -0.5163444100 0.07838961
Ribbon Communications Inc.                  -0.4218066330 0.07838961
Rigetti Computing, Inc.                     -0.4966171674 0.07838961
RIT TECHNOLOGIES LTD                        -0.4844969521 0.07838961
Riverbed Technology, Inc.                   -0.5085245093 0.07838961
RIVEX TECHNOLOGY CORP.                      -0.5924940407 0.07838961
Roblox Corp                                 -0.4856139913 0.07838961
Rocket Fuel Inc.                            -0.5029063799 0.07838961
ROSETTA STONE INC                           -0.4866726309 0.07838961
ROSS TECHNOLOGY INC                         -0.3605369642 0.07838961
RPM ADVANTAGE, INC.                         -0.4605423061 0.07838961
Rubicon Technology, Inc.                    -0.4014279678 0.07838961
Rubrik, Inc.                                -0.4631849424 0.07838961
RUCKUS WIRELESS INC                         -0.4685872879 0.07838961
RVISION, INC                                 0.1941800010 0.07838961
SABA SOFTWARE INC                           -0.4723622246 0.07838961
Sabre Corp                                  -0.5153295556 0.07838961
SAFENET INC                                 -0.3060379138 0.07838961
Sailpoint Technologies Holdings, Inc.       -0.5475420795 0.07838961
SailPoint, Inc.                             -0.4206796094 0.07838961
Salesforce, Inc.                            -0.4820457239 0.07838961
Samsara Inc.                                -0.4814851408 0.07838961
SAN HOLDINGS INC                            -0.5019734479 0.07838961
SAND TECHNOLOGY INC                         -0.5785634087 0.07838961
SANDISK CORP                                -0.4819474904 0.07838961
Sangoma Technologies Corp                   -0.5334453977 0.07838961
SANMINA CORP                                -0.3465410612 0.07838961
SAP SE                                      -0.4367812804 0.07838961
SAPIENT CORP                                -0.5557357562 0.07838961
SARS CORP.                                  -0.5521577774 0.07838961
SaveDaily Inc                               -0.4719074968 0.07838961
SBS TECHNOLOGIES INC                        -0.5075047907 0.07838961
SCAN OPTICS INC                             -0.1624661299 0.07838961
SCANTRON CORP                               -0.3454281348 0.07838961
Science Applications International Corp     -0.4260753511 0.07838961
SCIENT INC                                  -0.4324161814 0.07838961
SCIENTIFIC ATLANTA INC                       0.2430652335 0.07838961
Scientific Games International, Inc.        -0.6342499575 0.07838961
SCIQUEST INC                                -0.6566694327 0.07838961
SDL INC                                     -0.4941742783 0.07838961
SEACHANGE INTERNATIONAL INC                 -0.5045794133 0.07838961
SECURED SERVICES INC                        -0.0611666693 0.07838961
SecureWorks Corp                            -0.5093181316 0.07838961
SEDONA CORP                                 -0.7468402674 0.07838961
SEEC INC                                    -0.4433023157 0.07838961
SEMICONDUCTOR COMPONENTS INDUSTRIES LLC     -0.5044500443 0.07838961
SEMTECH CORP                                -0.5886927284 0.07838961
SendGrid, Inc.                              -0.5812497691 0.07838961
SENSORMATIC ELECTRONICS CORP                -0.4685334552 0.07838961
SENTINEL TECHNOLOGIES INC                   -0.5646703257 0.07838961
SentinelOne, Inc.                           -0.4607823481 0.07838961
SEQUANS COMMUNICATIONS                       0.2213817079 0.07838961
SERENA SOFTWARE INC                         -0.4458069057 0.07838961
SERIESONE, INC                              -0.4333282600 0.07838961
ServiceMax, Inc.                            -0.4915295050 0.07838961
ServiceNow, Inc.                            -0.4664153286 0.07838961
ServiceTitan, Inc.                          -0.4619131477 0.07838961
SEVEN NETWORKS INC                          -0.6051107407 0.07838961
SharedLabs, Inc                             -0.5004680893 0.07838961
SharpSpring, Inc.                           -0.4578552482 0.07838961
SHELDAHL INC                                -0.6704006360 0.07838961
Shoals Technologies Group, Inc.             -0.3898559687 0.07838961
SHOPIFY INC.                                -0.5308202706 0.07838961
ShoreTel Inc                                -0.4647061132 0.07838961
SIERRA WIRELESS INC                         -0.4776434073 0.07838961
SIGMA DESIGNS INC                           -0.4306819251 0.07838961
SIGMATRON INTERNATIONAL INC                 -0.4832930992 0.07838961
SILICOM LTD.                                -0.5386971477 0.07838961
SILICON IMAGE INC                            0.1211351173 0.07838961
SILICON LABORATORIES INC.                   -0.5809637299 0.07838961
SILICONIX INC                               -0.4667717733 0.07838961
SIMILARWEB LTD.                             -0.4795145037 0.07838961
SIMPLEX SOLUTIONS INC                       -0.4146174682 0.07838961
SIMTEK CORP                                 -0.5311298320 0.07838961
Simulations Plus, Inc.                      -0.3323331322 0.07838961
SINA CORP                                   -0.2860858637 0.07838961
SIRIUS SOFTWARE INC                         -0.5213528746 0.07838961
SITE TECHNOLOGIES INC                        0.4048394308 0.07838961
SITIME Corp                                 -0.4542193143 0.07838961
SJ Electronics, Inc.                        -0.7767746033 0.07838961
SK hynix Inc.                               -0.1724102727 0.07838961
Skillsoft (US) Corp                         -0.3889560379 0.07838961
SkillSoft Ltd                               -0.4607176693 0.07838961
SkyWater Technology, Inc                    -0.1445546881 0.07838961
SKYWORKS SOLUTIONS, INC.                    -0.3810450231 0.07838961
SL INDUSTRIES INC                           -0.0881913354 0.07838961
Slack Technologies, Inc.                    -0.4947805354 0.07838961
SMART MODULAR TECHNOLOGIES INC              -0.5623436063 0.07838961
SMART Technologies Inc.                     -0.6206273959 0.07838961
SmartRent, Inc.                             -0.5395312868 0.07838961
SMARTSHEET INC                              -0.4811464439 0.07838961
SMITH MICRO SOFTWARE, INC.                  -0.2899722343 0.07838961
SMTC CORP                                   -0.3981354651 0.07838961
Snap Inc                                    -0.5062340383 0.07838961
SNAPSHOT INC                                -0.7006832214 0.07838961
Snowflake Inc.                              -0.4759251809 0.07838961
SOCKET MOBILE, INC.                         -0.4182106788 0.07838961
SOFTECH INC                                 -0.2937706389 0.07838961
SOFTWARE COM INC                            -0.3403461446 0.07838961
SOLAREDGE TECHNOLOGIES, INC.                -0.5639802784 0.07838961
SolarWinds, Inc.                            -0.4827256465 0.07838961
SOLERA CORP.                                -0.4861888824 0.07838961
SOLERA HOLDINGS, INC                        -0.5454094453 0.07838961
SOLITRON DEVICES INC                        -0.5864184344 0.07838961
SONIC FOUNDRY INC                           -0.5041016117 0.07838961
Sonics, Inc.                                -0.3637976223 0.07838961
SONNEN Corp                                 -0.4934279133 0.07838961
SOPHEON PLC                                 -0.4492778734 0.07838961
SOUNDTHINKING, INC.                         -0.4555061145 0.07838961
SOURCE PHOTONICS INC                        -0.6473520910 0.07838961
SOUTHERN ENERGY COMPANY, INC.               -0.1092538607 0.07838961
SPACE EXPLORATION TECHNOLOGIES CORP         -0.5445867515 0.07838961
SPACE SYSTEMS/LORAL, INC.                   -0.4965517248 0.07838961
Spansion Inc.                               -0.2313570870 0.07838961
SPARTON CORP                                -0.5227351164 0.07838961
SPD HOLDINGS INC                             0.2235171973 0.07838961
SPECTRA SYSTEMS CORP                        -0.2803324241 0.07838961
SPECTRALINK CORP                            -0.5213152795 0.07838961
SPECTRUM CONTROL INC                         0.0633547875 0.07838961
SPIRE Corp                                  -0.3804381399 0.07838961
SPLUNK INC                                  -0.4239970151 0.07838961
SPR INC                                     -0.2855018315 0.07838961
Sprinklr, Inc.                              -0.4690911267 0.07838961
Sprout Social, Inc.                         -0.5497055724 0.07838961
SPS COMMERCE INC                            -0.5124419263 0.07838961
SPYGLASS INC                                -0.5265621212 0.07838961
SQA INC                                     -0.3682788448 0.07838961
Squarespace, Inc.                           -0.5196193463 0.07838961
SRA INTERNATIONAL, INC.                     -0.5383085459 0.07838961
SS&C Technologies Holdings Inc              -0.3626126420 0.07838961
SS&C TECHNOLOGIES INC                       -0.5279910482 0.07838961
STAC INC                                    -0.5647493092 0.07838961
Stanley, Inc.                               -0.2455260838 0.07838961
STAR TECHNOLOGIES INC                       -0.5524724459 0.07838961
STARBASE CORP                               -0.5435976127 0.07838961
STATS CHIPPAC, INC.                         -0.4558987430 0.07838961
STEC, INC.                                  -0.5056956472 0.07838961
STEELCLOUD INC                              -0.3208644292 0.07838961
STEM, INC.                                  -0.4597265251 0.07838961
STERLING SOFTWARE INC                       -0.5546773478 0.07838961
STI GROUP INC                               -0.1154081032 0.07838961
STM WIRELESS INC                            -0.4705776468 0.07838961
STRATACOM INC                               -0.5311925474 0.07838961
STRATASYS INC                               -0.3660934288 0.07838961
STRATEGIA CORP                              -0.4924698410 0.07838961
STRATUS COMPUTER INC                         0.0998758009 0.07838961
STRATUS TECHNOLOGIES, INC.                  -0.4523351536 0.07838961
STREAMLINE HEALTH SOLUTIONS INC.            -0.5160675848 0.07838961
SuccessFactors, Inc.                        -0.5646782226 0.07838961
Sumo Logic, Inc.                            -0.4784764445 0.07838961
SUMTOTAL SYSTEMS INC                        -0.4486332866 0.07838961
SUN                                         -0.4572578309 0.07838961
SUN MICROSYSTEMS, INC.                      -0.5371056824 0.07838961
SunEdison Semiconductor Ltd                 -0.5511722660 0.07838961
SUNEDISON, INC.                             -0.5503929049 0.07838961
SunGard                                     -0.5211533608 0.07838961
SUNPOWER CORP                               -0.4979965638 0.07838961
SUNQUEST INFORMATION SYSTEMS INC            -0.4835991182 0.07838961
Super Micro Computer, Inc.                  -0.5591773591 0.07838961
SuperCom Ltd                                -0.4373605142 0.07838961
SUPERTEX INC                                -0.4582520243 0.07838961
Switch, Inc.                                -0.4201112459 0.07838961
SYBASE INC                                  -0.4074901933 0.07838961
SYKES ENTERPRISES INC                       -0.5163079635 0.07838961
SYMMETRICOM INC                             -0.5026589609 0.07838961
Synacor, Inc.                               -0.6127559956 0.07838961
SYNAPTICS Inc                               -0.3419893746 0.07838961
SYNCHRONICITY INC                           -0.4725189397 0.07838961
SYNCHRONOSS TECHNOLOGIES INC                -0.3967697475 0.07838961
SYNOPSYS INC                                -0.4667189978 0.07838961
SYNTECH INTERNATIONAL INC                   -0.3409517741 0.07838961
SYNTEL INC                                  -0.4739602100 0.07838961
Syntiant Corp.                              -0.5234342826 0.07838961
Sysorex, Inc.                               -0.4957143268 0.07838961
System1, Inc.                               -0.4776606721 0.07838961
SYSTEMS WEST INC                            -0.3186944295 0.07838961
T1V, Inc.                                   -0.5718201572 0.07838961
Tableau Software Inc                        -0.5284995617 0.07838961
TAKE TWO INTERACTIVE SOFTWARE INC           -0.4288393940 0.07838961
TALX CORP                                   -0.4186659311 0.07838961
TAMPA BAY CORP                              -0.3972288226 0.07838961
TANGOE INC                                  -0.4435873936 0.07838961
TCI INTERNATIONAL INC                       -0.3192021581 0.07838961
TCI SOLUTIONS INC                           -0.4221853682 0.07838961
TCSI CORP                                   -0.4122190103 0.07838961
TDK CORP                                    -0.4547049730 0.07838961
TECHFORCE CORP                              -0.4933281051 0.07838961
TECHNICAL COMMUNICATIONS CORP               -0.4597077986 0.07838961
TECHNOLOGY SOLUTIONS COMPANY                -0.5843829296 0.07838961
Techpoint, Inc.                             -0.6347407224 0.07838961
TechSoup Global                             -0.5081533589 0.07838961
TECHWELL INC                                -0.6863741791 0.07838961
TEKELEC                                      0.0258676773 0.07838961
