$contributor.employer.matched
                                              (Intercept)  cycle2020
JFrog Ltd                                           -0.06499869
JNI CORP                                            -0.06499869
JPM CO                                              -0.06499869
JTS CORP                                            -0.06499869
JUDGE GROUP INC                                     -0.06499869
JUNIPER NETWORKS INC                                -0.06499869
Justworks, Inc.                                     -0.06499869
KALTURA INC                                         -0.06499869
KEANE, INC.                                         -0.06499869
Keen Home Inc.                                      -0.06499869
KEMET CORP                                          -0.06499869
KENEXA CORP                                         -0.06499869
KEYW HOLDING CORP                                   -0.06499869
Kimball Electronics, Inc.                           -0.06499869
King Digital Entertainment plc                      -0.06499869
KISMET INC                                          -0.06499869
Klaviyo, Inc.                                       -0.06499869
KLDiscovery Inc.                                    -0.06499869
Knightscope, Inc.                                   -0.06499869
KNOVA SOFTWARE, INC.                                -0.06499869
KnowBe4, Inc.                                       -0.06499869
Kodiak Robotics, Inc.                               -0.06499869
Kofax Ltd                                           -0.06499869
KONAMI CORP                                         -0.06499869
KOPIN CORP                                          -0.06499869
KPISoft, Inc.                                       -0.06499869
KRONOS INC                                          -0.06499869
Kubient, Inc.                                       -0.06499869
KULICKE & SOFFA INDUSTRIES INC                      -0.06499869
Kyndryl Holdings, Inc.                              -0.06499869
KYOCERA CORP                                        -0.06499869
L 3 COMMUNICATIONS HOLDINGS INC                     -0.06499869
L3 TECHNOLOGIES, INC.                               -0.06499869
LABARGE INC                                         -0.06499869
LANDMARK GRAPHICS CORP                              -0.06499869
LANDMARK SYSTEMS CORP                               -0.06499869
LANTRONIX INC                                       -0.06499869
Latitude Solutions, Inc.                            -0.06499869
Lattice INC                                         -0.06499869
LATTICE SEMICONDUCTOR CORP                          -0.06499869
Lawson Software, Inc.                               -0.06499869
LEARNING CO INC                                     -0.06499869
Leet INC.                                           -0.06499869
LEGATO SYSTEMS INC                                  -0.06499869
Legion Works, Inc.                                  -0.06499869
Leidos Holdings, Inc.                               -0.06499869
Leidos, Inc.                                        -0.06499869
Leonardo DRS, Inc.                                  -0.06499869
LG Display Co., Ltd.                                -0.06499869
LHS GROUP INC                                       -0.06499869
Light & Wonder, Inc.                                -0.06499869
Lightning Gaming, Inc.                              -0.06499869
LIGHTPATH TECHNOLOGIES INC                          -0.06499869
Lightspeed Commerce Inc.                            -0.06499869
Lightspeed Systems, Inc                             -0.06499869
LIMEADE, INC                                        -0.06499869
LINE Corp                                           -0.06499869
LINKEDIN CORP                                       -0.06499869
LIVEPERSON INC                                      -0.06499869
LIVINGSTON ENTERPRISES INC                          -0.06499869
Livongo Health, Inc.                                -0.06499869
Local Matters Inc.                                  -0.06499869
LOGILITY INC                                        -0.06499869
LogMeIn, Inc.                                       -0.06499869
LogRhythm, Inc.                                     -0.06499869
LOJACK CORP                                         -0.06499869
LORAL SPACE & COMMUNICATIONS INC.                   -0.06499869
LOTUS DEVELOPMENT CORP                              -0.06499869
LOUD TECHNOLOGIES INC                               -0.06499869
LQ CORP INC                                         -0.06499869
LSI CORP                                            -0.06499869
Lumentum Holdings Inc.                              -0.06499869
LUMERA CORP                                         -0.06499869
LYCOS INC                                           -0.06499869
LYRIS, INC.                                         -0.06499869
MA COM INC                                          -0.06499869
MAGIC SOFTWARE ENTERPRISES LTD                      -0.06499869
MagnaChip Semiconductor CORP                        -0.06499869
MAGNETEK, INC.                                      -0.06499869
MAGNETIC TECHNOLOGIES CORP                          -0.06499869
MAGNITE, INC.                                       -0.06499869
Majesco                                             -0.06499869
MAKEMUSIC, INC.                                     -0.06499869
MAKER COMMUNICATIONS INC                            -0.06499869
MANAGEMENT TECHNOLOGIES INC                         -0.06499869
MANATRON INC                                        -0.06499869
Mandiant, Inc.                                      -0.06499869
MANHATTAN ASSOCIATES INC                            -0.06499869
MAPICS INC                                          -0.06499869
MAPR TECHNOLOGIES, INC.                             -0.06499869
MARCHEX INC                                         -0.06499869
MariaDB plc                                         -0.06499869
Marketo, Inc.                                       -0.06499869
MARKETWISE, INC.                                    -0.06499869
Marqeta, Inc.                                       -0.06499869
MARVELL TECHNOLOGY GROUP LTD                        -0.06499869
Marvell Technology, Inc.                            -0.06499869
MAS TECHNOLOGY LTD                                  -0.06499869
Match Group, Inc.                                   -0.06499869
Mattersight Corp                                    -0.06499869
MAVENIR SYSTEMS INC                                 -0.06499869
Maxar Technologies Inc.                             -0.06499869
Maxeon Solar Technologies, Ltd.                     -0.06499869
MAXIM INTEGRATED PRODUCTS INC                       -0.06499869
MAXIS INC                                           -0.06499869
MAXLINEAR, INC                                      -0.06499869
MaxQ AI Ltd.                                        -0.06499869
McAfee, Inc.                                        -0.06499869
MCE COMPANIES INC                                   -0.06499869
MCK COMMUNICATIONS INC                              -0.06499869
mCloud Technologies Corp.                           -0.06499869
MCMS INC                                            -0.06499869
MCS INC                                             -0.06499869
MD TECHNOLOGIES INC                                 -0.06499869
MDI TECHNOLOGIES INC                                -0.06499869
Medallia, Inc.                                      -0.06499869
MEDASSETS INC                                       -0.06499869
MEDecision, Inc.                                    -0.06499869
MediaMorph Inc                                      -0.06499869
MEDIC COMPUTER SYSTEMS INC                          -0.06499869
Medical Information Technology, Inc.                -0.06499869
Medidata Solutions, Inc.                            -0.06499869
MEDIWARE INFORMATION SYSTEMS INC                    -0.06499869
MEDRESPONSE CORP.                                   -0.06499869
Meganet Corp                                        -0.06499869
Mellanox Technologies, Ltd.                         -0.06499869
MEMSIC Inc                                          -0.06499869
MENTOR GRAPHICS CORP                                -0.06499869
MERCURY INTERACTIVE CORP                            -0.06499869
MERCURY PAYMENT SYSTEMS, INC.                       -0.06499869
MERCURY SYSTEMS INC                                 -0.06499869
MERGE HEALTHCARE INC                                -0.06499869
MeridianLink, Inc.                                  -0.06499869
MERIX CORP                                          -0.06499869
Merlin Labs, Inc.                                   -0.06499869
Merlin, Inc.                                        -0.06499869
MERU NETWORKS INC                                   -0.06499869
Meta Platforms, Inc.                                -0.06499869
METALINK LTD                                        -0.06499869
METHODE ELECTRONICS INC                             -0.06499869
mF International Ltd                                -0.06499869
MICREL INC                                          -0.06499869
MICRO FOCUS INTERNATIONAL PLC                       -0.06499869
MICROCHIP TECHNOLOGY INC                            -0.06499869
MICROCOM INC                                        -0.06499869
MICRON TECHNOLOGY INC                               -0.06499869
MICROPAC INDUSTRIES INC                             -0.06499869
MICROS SYSTEMS INC                                  -0.06499869
MICROSEMI CORP                                      -0.06499869
MICROSOFT CORP                                      -0.06499869
MICROVISION, INC.                                   -0.06499869
MICROWAVE TRANSMISSION SYSTEMS INC                  -0.06499869
MIDWAY GAMES INC                                    -0.06499869
Mimecast Ltd                                        -0.06499869
MIND TECHNOLOGY, INC                                -0.06499869
MindForge Inc.                                      -0.06499869
MIPS TECHNOLOGIES INC                               -0.06499869
MISSION CRITICAL SOFTWARE INC                       -0.06499869
MITEK SYSTEMS INC                                   -0.06499869
MITEL NETWORKS CORP                                 -0.06499869
Mitesco, Inc.                                       -0.06499869
MiX Telematics Ltd                                  -0.06499869
MNB TECHNOLOGIES INC                                -0.06499869
MOAI TECHNOLOGIES INC                               -0.06499869
MOBILEIRON, INC.                                    -0.06499869
MobileSmith, Inc.                                   -0.06499869
MobilityPay Holdings, Inc.                          -0.06499869
MOBITV, INC.                                        -0.06499869
MOBIX LABS, INC                                     -0.06499869
MODEL N, INC.                                       -0.06499869
MODERN HOLDINGS Inc                                 -0.06499869
MOJO ENTERTAINMENT INC                              -0.06499869
MOLEX INC                                           -0.06499869
MongoDB, Inc.                                       -0.06499869
MONOLITHIC POWER SYSTEMS, INC.                      -0.06499869
MONSTER PRODUCTS, INC.                              -0.06499869
MOSAIX INC                                          -0.06499869
MOTIVE INC                                          -0.06499869
Motive Technologies, Inc.                           -0.06499869
Motorola Solutions, Inc.                            -0.06499869
MPC CORP                                            -0.06499869
MPHASE TECHNOLOGIES, INC.                           -0.06499869
MPSI SYSTEMS INC                                    -0.06499869
MRV COMMUNICATIONS INC                              -0.06499869
MSC SOFTWARE CORP                                   -0.06499869
MTC TECHNOLOGIES INC                                -0.06499869
MTM Technologies, Inc.                              -0.06499869
MTX INTERNATIONAL INC                               -0.06499869
MULESOFT, INC                                       -0.06499869
MULTI FINELINE ELECTRONIX INC                       -0.06499869
MULTIMEDIA PLATFORMS INC.                           -0.06499869
MYPOINTS COM INC                                    -0.06499869
N-able, Inc.                                        -0.06499869
Nano Labs Ltd                                       -0.06499869
NanoFlex Power Corp                                 -0.06499869
NANOSYS, INC.                                       -0.06499869
NAPCO SECURITY TECHNOLOGIES, INC                    -0.06499869
NAPSTER INC                                         -0.06499869
NATIONAL INSTRUMENTS CORP                           -0.06499869
NATIONAL SEMICONDUCTOR CORP                         -0.06499869
Navan, Inc.                                         -0.06499869
Navitas Semiconductor Corp                          -0.06499869
NAVTECH INC                                         -0.06499869
Nayax Ltd.                                          -0.06499869
NCI, Inc.                                           -0.06499869
nCino, Inc.                                         -0.06499869
NCR Atleos Corp                                     -0.06499869
NCR Voyix Corp                                      -0.06499869
NEC CORP                                            -0.06499869
NEOMAGIC CORP                                       -0.06499869
NEOMEDIA TECHNOLOGIES INC                           -0.06499869
NEON SYSTEMS INC                                    -0.06499869
Neonode Inc.                                        -0.06499869
NEOPHOTONICS CORP                                   -0.06499869
NESS TECHNOLOGIES INC                               -0.06499869
NetApp, Inc.                                        -0.06499869
NETCOMMERCE INC                                     -0.06499869
NetEase, Inc.                                       -0.06499869
NETGEAR, INC.                                       -0.06499869
NETIQ CORP                                          -0.06499869
NETLIST INC                                         -0.06499869
NETLOGIC MICROSYSTEMS INC                           -0.06499869
NETSCAPE COMMUNICATIONS CORP                        -0.06499869
NETSCOUT SYSTEMS INC                                -0.06499869
Netskope Inc                                        -0.06499869
NETSOL TECHNOLOGIES INC                             -0.06499869
NETSTAR INC                                         -0.06499869
NETSUITE INC                                        -0.06499869
NETWORK CONNECTION INC                              -0.06499869
NETWORK SYSTEMS CORP                                -0.06499869
NETWORTH INC                                        -0.06499869
NETZERO INC                                         -0.06499869
Neutron Holdings, Inc.                              -0.06499869
NEW DIMENSION SOFTWARE LTD                          -0.06499869
NEW RELIC, INC.                                     -0.06499869
NEXAR TECHNOLOGIES INC                              -0.06499869
NEXGEN INC                                          -0.06499869
NEXSAN CORP                                         -0.06499869
NEXT LEVEL COMMUNICATIONS INC                       -0.06499869
NEXTGEN HEALTHCARE, INC.                            -0.06499869
NEXTNAV INC.                                        -0.06499869
NEXX SYSTEMS INC                                    -0.06499869
NICE Ltd.                                           -0.06499869
Nimble Storage Inc                                  -0.06499869
NLIGHT, INC.                                        -0.06499869
NOKIA CORP                                          -0.06499869
NORTECH SYSTEMS INC                                 -0.06499869
NORTEL NETWORKS CORP                                -0.06499869
NORTHROP GRUMMAN SYSTEMS CORP                       -0.06499869
NOTIFY TECHNOLOGY CORP                              -0.06499869
NOVELL INC                                          -0.06499869
NS8 CORP                                            -0.06499869
Nuance Communications, Inc.                         -0.06499869
Nutanix, Inc.                                       -0.06499869
NVIDIA CORP                                         -0.06499869
NWH INC                                             -0.06499869
NX NETWORKS INC                                     -0.06499869
NXP Semiconductors N.V.                             -0.06499869
O2MICRO INTERNATIONAL LTD                           -0.06499869
OAK INDUSTRIES INC                                  -0.06499869
OBJECTSPACE INC                                     -0.06499869
OCLARO, INC.                                        -0.06499869
Odyssey Semiconductor Technologies, Inc.            -0.06499869
Okta, Inc.                                          -0.06499869
OMM INC                                             -0.06499869
OMNICELL, INC.                                      -0.06499869
OMNIVISION TECHNOLOGIES INC                         -0.06499869
OMTOOL LTD                                          -0.06499869
ON SEMICONDUCTOR CORP                               -0.06499869
ON2 TECHNOLOGIES, INC.                              -0.06499869
ON24 INC.                                           -0.06499869
ON4 COMMUNICATIONS INC.                             -0.06499869
ONE STOP SYSTEMS, INC.                              -0.06499869
OneSpan Inc.                                        -0.06499869
OneStream, Inc.                                     -0.06499869
ONI SYSTEMS CORP                                    -0.06499869
Onstream Media CORP                                 -0.06499869
OPEN MARKET INC                                     -0.06499869
OPEN TEXT CORP                                      -0.06499869
OPENTV CORP                                         -0.06499869
Opera Ltd                                           -0.06499869
OPNET TECHNOLOGIES INC                              -0.06499869
OPNEXT INC                                          -0.06499869
OPOWER, INC.                                        -0.06499869
OPTI INC                                            -0.06499869
Optiv Inc.                                          -0.06499869
ORACLE CORP                                         -0.06499869
Oracle Systems                                      -0.06499869
ORBIT INTERNATIONAL CORP                            -0.06499869
OSI SYSTEMS INC                                     -0.06499869
OVERLAND STORAGE INC                                -0.06499869
OVID TECHNOLOGIES INC                               -0.06499869
PAGEFLEX INC.                                       -0.06499869
PagerDuty, Inc.                                     -0.06499869
Palantir Technologies Inc.                          -0.06499869
Palladyne AI Corp.                                  -0.06499869
PALM INC                                            -0.06499869
Palo Alto Networks Inc                              -0.06499869
PaperClip, Inc.                                     -0.06499869
PAR TECHNOLOGY CORP                                 -0.06499869
PARADIGM GEOPHYSICAL LTD                            -0.06499869
Paradigm Ltd.                                       -0.06499869
PARADIGM4 INC                                       -0.06499869
PARETEUM Corp                                       -0.06499869
PARLEX CORP                                         -0.06499869
PARSONS CORP                                        -0.06499869
PASSUR Aerospace, Inc.                              -0.06499869
Patriot Software Co                                 -0.06499869
Paycom Software, Inc.                               -0.06499869
PCD INC                                             -0.06499869
PDF SOLUTIONS INC                                   -0.06499869
PEC SOLUTIONS INC                                   -0.06499869
Penguin Solutions, Inc.                             -0.06499869
People Inc                                          -0.06499869
PEOPLESOFT INC                                      -0.06499869
Peraso Inc.                                         -0.06499869
PEREGRINE SEMICONDUCTOR CORP                        -0.06499869
PEREGRINE SYSTEMS INC                               -0.06499869
Perfect Corp.                                       -0.06499869
PERFICIENT INC                                      -0.06499869
Perion Network Ltd.                                 -0.06499869
PERSONIFY INC                                       -0.06499869
PERVASIVE SOFTWARE INC                              -0.06499869
PFO Global, Inc.                                    -0.06499869
PHOENIX INTERNATIONAL LTD INC                       -0.06499869
PHOENIX TECHNOLOGIES LTD                            -0.06499869
PHOTRONICS INC                                      -0.06499869
PI HOLDINGS INC                                     -0.06499869
PICIS INC                                           -0.06499869
PINNACLE DATA SYSTEMS INC                           -0.06499869
PINTEREST, INC.                                     -0.06499869
Pivotal Software, Inc.                              -0.06499869
PIXELWORKS, INC                                     -0.06499869
PLANAR SYSTEMS INC                                  -0.06499869
Planet Labs PBC                                     -0.06499869
PLAYSTUDIOS, Inc.                                   -0.06499869
PLEXUS CORP                                         -0.06499869
Pluralsight, Inc.                                   -0.06499869
Plus Inc.                                           -0.06499869
PLX TECHNOLOGY INC                                  -0.06499869
PMC SIERRA INC                                      -0.06499869
PNY TECHNOLOGIES INC                                -0.06499869
PodcastOne, Inc.                                    -0.06499869
POET TECHNOLOGIES INC.                              -0.06499869
PointClickCare Corp.                                -0.06499869
POLYCOM INC                                         -0.06499869
Porch Group, Inc.                                   -0.06499869
PORTAL SOFTWARE INC                                 -0.06499869
POSITION INC                                        -0.06499869
POWER DESIGNS INC                                   -0.06499869
POWER INTEGRATIONS INC                              -0.06499869
POWER ONE INC                                       -0.06499869
POWER PARAGON INC                                   -0.06499869
Powerfleet, Inc.                                    -0.06499869
POWERSOFT CORP                                      -0.06499869
POWERWAVE TECHNOLOGIES INC                          -0.06499869
PRECISE SOFTWARE SOLUTIONS LTD                      -0.06499869
PRECISION SYSTEMS INC                               -0.06499869
Preventia, Inc.                                     -0.06499869
PRIMARK CORP                                        -0.06499869
PRINCETON MEDIA GROUP INC                           -0.06499869
PRINTRONIX INC                                      -0.06499869
PRINTWARE INC                                       -0.06499869
PROCORE TECHNOLOGIES, INC.                          -0.06499869
Professional Diversity Network, Inc.                -0.06499869
PROS Holdings, Inc.                                 -0.06499869
Prove Identity, Inc.                                -0.06499869
PROXIM CORP                                         -0.06499869
PROXIM WIRELESS CORP                                -0.06499869
PROXIMA CORP                                        -0.06499869
PSC INC                                             -0.06499869
PSINET INC                                          -0.06499869
PTC INC.                                            -0.06499869
PubMatic, Inc.                                      -0.06499869
PULSE ELECTRONICS CORP                              -0.06499869
Pulse Network, Inc.                                 -0.06499869
Q2 Holdings, Inc.                                   -0.06499869
QAD INC                                             -0.06499869
QLIK TECHNOLOGIES INC                               -0.06499869
QLOGIC CORP                                         -0.06499869
Qorvo, Inc.                                         -0.06499869
QUADRAMED CORP                                      -0.06499869
QUALSTAR CORP                                       -0.06499869
QUALYS, INC.                                        -0.06499869
Quantinuum Inc.                                     -0.06499869
Quantum Computing Inc.                              -0.06499869
QUARTERDECK CORP                                    -0.06499869
QUEST SOFTWARE INC                                  -0.06499869
QUICKLOGIC Corp                                     -0.06499869
QUINTUS CORP                                        -0.06499869
Qumu Corp                                           -0.06499869
RACKSPACE HOSTING, INC.                             -0.06499869
Rackspace Technology, Inc.                          -0.06499869
RADCOM LTD                                          -0.06499869
RADIANT SYSTEMS INC                                 -0.06499869
RADISYS CORP                                        -0.06499869
RADYNE CORP                                         -0.06499869
Rally Software Development Corp                     -0.06499869
RAMBUS INC                                          -0.06499869
RAMP CORP                                           -0.06499869
RAMP NETWORKS INC                                   -0.06499869
RAMTEK CORP                                         -0.06499869
RAND WORLDWIDE INC                                  -0.06499869
Rank One Computing Corp                             -0.06499869
Rapid7, Inc.                                        -0.06499869
RAPTOR SYSTEMS INC                                  -0.06499869
RAYTHEON CO                                         -0.06499869
Rayton Solar Inc.                                   -0.06499869
RAZORFISH INC                                       -0.06499869
RDA CORP                                            -0.06499869
RDC INTERNATIONAL INC                               -0.06499869
Reachout Technology Corp.                           -0.06499869
RealD Inc.                                          -0.06499869
REALNETWORKS INC                                    -0.06499869
RealPage, Inc.                                      -0.06499869
RED HAT INC                                         -0.06499869
Red Violet, Inc.                                    -0.06499869
Rekor Systems, Inc.                                 -0.06499869
REMEDY CORP                                         -0.06499869
RENAISSANCE LEARNING INC                            -0.06499869
Renesas Electronics America Inc.                    -0.06499869
REPCO INC                                           -0.06499869
Resonant Inc                                        -0.06499869
Resonate Blends, Inc.                               -0.06499869
RESONATE INC                                        -0.06499869
RESPONSYS INC                                       -0.06499869
Retail Pro, Inc.                                    -0.06499869
REXON INC                                           -0.06499869
REYNOLDS & REYNOLDS CO                              -0.06499869
RF MICRO DEVICES INC                                -0.06499869
RFI TECHNOLOGIES, INC.                              -0.06499869
Ribbon Communications Inc.                          -0.06499869
Rigetti Computing, Inc.                             -0.06499869
RIT TECHNOLOGIES LTD                                -0.06499869
Riverbed Technology, Inc.                           -0.06499869
RIVEX TECHNOLOGY CORP.                              -0.06499869
Roblox Corp                                         -0.06499869
Rocket Fuel Inc.                                    -0.06499869
ROSETTA STONE INC                                   -0.06499869
ROSS TECHNOLOGY INC                                 -0.06499869
RPM ADVANTAGE, INC.                                 -0.06499869
Rubicon Technology, Inc.                            -0.06499869
Rubrik, Inc.                                        -0.06499869
RUCKUS WIRELESS INC                                 -0.06499869
RVISION, INC                                        -0.06499869
SABA SOFTWARE INC                                   -0.06499869
Sabre Corp                                          -0.06499869
SAFENET INC                                         -0.06499869
Sailpoint Technologies Holdings, Inc.               -0.06499869
SailPoint, Inc.                                     -0.06499869
Salesforce, Inc.                                    -0.06499869
Samsara Inc.                                        -0.06499869
SAN HOLDINGS INC                                    -0.06499869
SAND TECHNOLOGY INC                                 -0.06499869
SANDISK CORP                                        -0.06499869
Sangoma Technologies Corp                           -0.06499869
SANMINA CORP                                        -0.06499869
SAP SE                                              -0.06499869
SAPIENT CORP                                        -0.06499869
SARS CORP.                                          -0.06499869
SaveDaily Inc                                       -0.06499869
SBS TECHNOLOGIES INC                                -0.06499869
SCAN OPTICS INC                                     -0.06499869
SCANTRON CORP                                       -0.06499869
Science Applications International Corp             -0.06499869
SCIENT INC                                          -0.06499869
SCIENTIFIC ATLANTA INC                              -0.06499869
Scientific Games International, Inc.                -0.06499869
SCIQUEST INC                                        -0.06499869
SDL INC                                             -0.06499869
SEACHANGE INTERNATIONAL INC                         -0.06499869
SECURED SERVICES INC                                -0.06499869
SecureWorks Corp                                    -0.06499869
SEDONA CORP                                         -0.06499869
SEEC INC                                            -0.06499869
SEMICONDUCTOR COMPONENTS INDUSTRIES LLC             -0.06499869
SEMTECH CORP                                        -0.06499869
SendGrid, Inc.                                      -0.06499869
SENSORMATIC ELECTRONICS CORP                        -0.06499869
SENTINEL TECHNOLOGIES INC                           -0.06499869
SentinelOne, Inc.                                   -0.06499869
SEQUANS COMMUNICATIONS                              -0.06499869
SERENA SOFTWARE INC                                 -0.06499869
SERIESONE, INC                                      -0.06499869
ServiceMax, Inc.                                    -0.06499869
ServiceNow, Inc.                                    -0.06499869
ServiceTitan, Inc.                                  -0.06499869
SEVEN NETWORKS INC                                  -0.06499869
SharedLabs, Inc                                     -0.06499869
SharpSpring, Inc.                                   -0.06499869
SHELDAHL INC                                        -0.06499869
Shoals Technologies Group, Inc.                     -0.06499869
SHOPIFY INC.                                        -0.06499869
ShoreTel Inc                                        -0.06499869
SIERRA WIRELESS INC                                 -0.06499869
SIGMA DESIGNS INC                                   -0.06499869
SIGMATRON INTERNATIONAL INC                         -0.06499869
SILICOM LTD.                                        -0.06499869
SILICON IMAGE INC                                   -0.06499869
SILICON LABORATORIES INC.                           -0.06499869
SILICONIX INC                                       -0.06499869
SIMILARWEB LTD.                                     -0.06499869
SIMPLEX SOLUTIONS INC                               -0.06499869
SIMTEK CORP                                         -0.06499869
Simulations Plus, Inc.                              -0.06499869
SINA CORP                                           -0.06499869
SIRIUS SOFTWARE INC                                 -0.06499869
SITE TECHNOLOGIES INC                               -0.06499869
SITIME Corp                                         -0.06499869
SJ Electronics, Inc.                                -0.06499869
SK hynix Inc.                                       -0.06499869
Skillsoft (US) Corp                                 -0.06499869
SkillSoft Ltd                                       -0.06499869
SkyWater Technology, Inc                            -0.06499869
SKYWORKS SOLUTIONS, INC.                            -0.06499869
SL INDUSTRIES INC                                   -0.06499869
Slack Technologies, Inc.                            -0.06499869
SMART MODULAR TECHNOLOGIES INC                      -0.06499869
SMART Technologies Inc.                             -0.06499869
SmartRent, Inc.                                     -0.06499869
SMARTSHEET INC                                      -0.06499869
SMITH MICRO SOFTWARE, INC.                          -0.06499869
SMTC CORP                                           -0.06499869
Snap Inc                                            -0.06499869
SNAPSHOT INC                                        -0.06499869
Snowflake Inc.                                      -0.06499869
SOCKET MOBILE, INC.                                 -0.06499869
SOFTECH INC                                         -0.06499869
SOFTWARE COM INC                                    -0.06499869
SOLAREDGE TECHNOLOGIES, INC.                        -0.06499869
SolarWinds, Inc.                                    -0.06499869
SOLERA CORP.                                        -0.06499869
SOLERA HOLDINGS, INC                                -0.06499869
SOLITRON DEVICES INC                                -0.06499869
SONIC FOUNDRY INC                                   -0.06499869
Sonics, Inc.                                        -0.06499869
SONNEN Corp                                         -0.06499869
SOPHEON PLC                                         -0.06499869
SOUNDTHINKING, INC.                                 -0.06499869
SOURCE PHOTONICS INC                                -0.06499869
SOUTHERN ENERGY COMPANY, INC.                       -0.06499869
SPACE EXPLORATION TECHNOLOGIES CORP                 -0.06499869
SPACE SYSTEMS/LORAL, INC.                           -0.06499869
Spansion Inc.                                       -0.06499869
SPARTON CORP                                        -0.06499869
SPD HOLDINGS INC                                    -0.06499869
SPECTRA SYSTEMS CORP                                -0.06499869
SPECTRALINK CORP                                    -0.06499869
SPECTRUM CONTROL INC                                -0.06499869
SPIRE Corp                                          -0.06499869
SPLUNK INC                                          -0.06499869
SPR INC                                             -0.06499869
Sprinklr, Inc.                                      -0.06499869
Sprout Social, Inc.                                 -0.06499869
SPS COMMERCE INC                                    -0.06499869
SPYGLASS INC                                        -0.06499869
SQA INC                                             -0.06499869
Squarespace, Inc.                                   -0.06499869
SRA INTERNATIONAL, INC.                             -0.06499869
SS&C Technologies Holdings Inc                      -0.06499869
SS&C TECHNOLOGIES INC                               -0.06499869
STAC INC                                            -0.06499869
Stanley, Inc.                                       -0.06499869
STAR TECHNOLOGIES INC                               -0.06499869
STARBASE CORP                                       -0.06499869
STATS CHIPPAC, INC.                                 -0.06499869
STEC, INC.                                          -0.06499869
STEELCLOUD INC                                      -0.06499869
STEM, INC.                                          -0.06499869
STERLING SOFTWARE INC                               -0.06499869
STI GROUP INC                                       -0.06499869
STM WIRELESS INC                                    -0.06499869
STRATACOM INC                                       -0.06499869
STRATASYS INC                                       -0.06499869
STRATEGIA CORP                                      -0.06499869
STRATUS COMPUTER INC                                -0.06499869
STRATUS TECHNOLOGIES, INC.                          -0.06499869
STREAMLINE HEALTH SOLUTIONS INC.                    -0.06499869
SuccessFactors, Inc.                                -0.06499869
Sumo Logic, Inc.                                    -0.06499869
SUMTOTAL SYSTEMS INC                                -0.06499869
SUN                                                 -0.06499869
SUN MICROSYSTEMS, INC.                              -0.06499869
SunEdison Semiconductor Ltd                         -0.06499869
SUNEDISON, INC.                                     -0.06499869
SunGard                                             -0.06499869
SUNPOWER CORP                                       -0.06499869
SUNQUEST INFORMATION SYSTEMS INC                    -0.06499869
Super Micro Computer, Inc.                          -0.06499869
SuperCom Ltd                                        -0.06499869
SUPERTEX INC                                        -0.06499869
Switch, Inc.                                        -0.06499869
SYBASE INC                                          -0.06499869
SYKES ENTERPRISES INC                               -0.06499869
SYMMETRICOM INC                                     -0.06499869
Synacor, Inc.                                       -0.06499869
SYNAPTICS Inc                                       -0.06499869
SYNCHRONICITY INC                                   -0.06499869
SYNCHRONOSS TECHNOLOGIES INC                        -0.06499869
SYNOPSYS INC                                        -0.06499869
SYNTECH INTERNATIONAL INC                           -0.06499869
SYNTEL INC                                          -0.06499869
Syntiant Corp.                                      -0.06499869
Sysorex, Inc.                                       -0.06499869
System1, Inc.                                       -0.06499869
SYSTEMS WEST INC                                    -0.06499869
T1V, Inc.                                           -0.06499869
Tableau Software Inc                                -0.06499869
TAKE TWO INTERACTIVE SOFTWARE INC                   -0.06499869
TALX CORP                                           -0.06499869
TAMPA BAY CORP                                      -0.06499869
TANGOE INC                                          -0.06499869
TCI INTERNATIONAL INC                               -0.06499869
TCI SOLUTIONS INC                                   -0.06499869
TCSI CORP                                           -0.06499869
TDK CORP                                            -0.06499869
TECHFORCE CORP                                      -0.06499869
TECHNICAL COMMUNICATIONS CORP                       -0.06499869
TECHNOLOGY SOLUTIONS COMPANY                        -0.06499869
Techpoint, Inc.                                     -0.06499869
TechSoup Global                                     -0.06499869
TECHWELL INC                                        -0.06499869
TEKELEC                                             -0.06499869
TEKNOWLEDGE CORP                                    -0.06499869
Tekumo, Inc.                                        -0.06499869
TEL INSTRUMENT ELECTRONICS CORP                     -0.06499869
TELECT INC                                          -0.06499869
TELEDATA COMMUNICATIONS LTD                         -0.06499869
Teledyne FLIR, LLC                                  -0.06499869
TELEDYNE INC                                        -0.06499869
TELEDYNE TECHNOLOGIES INC                           -0.06499869
TELEMETRIX INC                                      -0.06499869
Telenav, Inc.                                       -0.06499869
TELLABS INC                                         -0.06499869
TELOS CORP                                          -0.06499869
TELULAR CORP                                        -0.06499869
TELVUE CORP                                         -0.06499869
Tempus AI, Inc.                                     -0.06499869
TESSERA INC                                         -0.06499869
TESSERA TECHNOLOGIES INC                            -0.06499869
TEXAS INSTRUMENTS INC                               -0.06499869
Textura Corp                                        -0.06499869
THQ INC                                             -0.06499869
TIBCO SOFTWARE INC                                  -0.06499869
TIE COMMUNICATIONS INC                              -0.06499869
TigerLogic CORP                                     -0.06499869
TIGO ENERGY, INC.                                   -0.06499869
Titan Environmental Solutions Inc.                  -0.06499869
Titanium Group LTD                                  -0.06499869
TOMAX CORP                                          -0.06499869
TOROTEL INC                                         -0.06499869
TOSHIBA CORP                                        -0.06499869
TOWER SEMICONDUCTOR LTD                             -0.06499869
TOYO Co., Ltd                                       -0.06499869
Track Group, Inc.                                   -0.06499869
Trade Desk, Inc.                                    -0.06499869
TRANSACT TECHNOLOGIES INC                           -0.06499869
